imprv_val_share,P_A_TOTAL,P_A_LAND
0.7795941375422774,181400,37900
0.7941567065073041,152500,30900
0.8067597354886114,153100,28700
0.7350489509214095,174250,47150
0.7321052631578947,177800,49200
0.7415115005476451,170800,44900
0.7269710744034166,177750,48100
0.7152439024390244,149400,42600
0.6986649713922441,152600,45800
0.7929637579126302,160400,33300
0.9112306657700068,144000,13200
0.9092903622303492,143450,13600
0.9226557152635181,150100,11500
0.9308314937454011,141300,10000
0.9289991445680068,140200,10100
0.8885714285714286,152600,15100
0.8598169766743642,149650,22300
0.8257575757575758,180700,31400
0.807313073213374,153200,28700
0.7993557712161883,146950,28500
0.8147882268485284,141900,25800
0.7703196632231146,143800,31500
0.730791450028885,163300,43800
0.6802244039270687,164200,47900
0.7061592781482935,179900,47100
0.6635628103095794,163150,64000
0.6502384737678856,164400,64100
0.6038319278169249,172050,67000
0.9246186238677896,85450,6500
0.790829409076278,235000,49000
0.9278350515463918,126100,9100
0.7208062400952122,164950,42600
0.9442896935933147,115050,6000
-0.05916111662179396,705700,83500
0.8540290620871862,151400,22100
0.0,139300,139300
0.7524752475247525,868600,215000
