imprv_val_share,P_A_TOTAL,P_A_LAND
0.8383404864091559,20300,2200
0.9554140127388535,101300,2600
0.9545781451266638,69800,2400
0.927316524805217,68850,2500
0.0,2300,1900
-1.0,0,0
0.9617169373549884,278000,8600
0.9560949004635942,300700,12000
0.394046753875969,100700,14850
0.9561497326203209,98000,3100
0.922927973767526,63450,3900
0.9284330011074198,57850,4100
0.9370409233997902,90800,5400
0.9378011197569656,113600,7300
0.9319552110249785,110600,7400
0.9314830875975716,108800,7300
0.9364951768488746,99800,6200
0.9295774647887324,73650,5200
0.9304744545171038,64050,4600
0.9382022471910112,66400,4100
0.9462634595217347,64800,3100
0.9282115869017632,78600,5700
0.9281129653401797,76400,5500
0.930648769574944,78900,5300
0.9359140723419321,106550,7200
0.9326583796140991,126300,8100
0.9331103328156869,130700,8600
0.9347205113693111,117350,7800
0.9341408024224073,82000,5500
0.9327299656960428,88700,6000
0.9403508771929825,100600,6000
0.9415595075975736,76000,4800
0.92903311312291,114750,6500
0.9477062406563129,152500,7500
0.9357377059627634,153850,8800
0.9466023955594507,144950,7400
0.8373674237348001,192650,30000
0.8295514511873351,208800,32800
0.936423054070113,162200,10000
0.9418669647847959,155000,8900
0.8214004720692368,147800,27200
0.9327354260089686,106350,6000
0.9410075211123163,119850,6400
0.9408985392987759,108250,6000
0.929283771532185,127500,8000
0.8503443957420163,158100,23300
0.7792041078305519,179900,38000
0.7949623469049983,152950,30800
0.8114807566862361,157500,28700
0.7420803341029472,177600,47200
0.7350859453993933,180200,49200
0.7422107060873413,171100,44900
0.7332955000836447,183150,48100
0.7226827430293896,152600,42600
0.6982487514550711,152450,45800
0.7923940149625935,160000,33300
0.911144578313253,144300,13200
0.9090266948751392,143500,13700
0.9225655505183064,149900,11500
0.9309006211180124,143500,10000
0.9291338582677166,141500,10100
0.889367816091954,152300,15100
0.861317747077577,149700,22300
0.8251783893985729,179400,31400
0.8062491555489695,152800,28700
0.8090945499374649,154550,28500
0.8138942476614759,141300,25800
0.7709557072929165,144450,31500
0.7305327868852459,163400,43800
0.6892577224527432,167400,48100
0.7061602077945259,180250,47100
0.6674133965896183,164900,64100
0.6519173997313061,164700,64400
0.6033904962476391,171800,67000
0.923090196570568,83750,6500
0.7874142404541117,230850,49000
0.9278350515463918,126100,9100
0.7208062400952122,164950,42600
0.9459459459459459,118650,6000
-0.05916111662179396,705700,83500
0.8540290620871862,151400,22100
-0.0619042153655846,7841550,970850
0.888672546100103,873100,97200
